station,hour,departures,arrivals,net_flow
Beacon at Walnut,13,3.0,1.0,-2.0
Beacon at Walnut,14,3.0,0.0,-3.0
Beacon at Walnut,19,1.0,4.0,3.0
Belgrade Ave at Walworth St,7,1.0,0.0,-1.0
Bellingham Square,4,1.0,0.0,-1.0
Bellingham Square,9,1.0,0.0,-1.0
Berkshire Street at Cambridge Street,3,1.0,0.0,-1.0
Berkshire Street at Cambridge Street,9,2.0,1.0,-1.0
Berkshire Street at Cambridge Street,10,2.0,1.0,-1.0
Berkshire Street at Cambridge Street,11,1.0,0.0,-1.0
Berkshire Street at Cambridge Street,12,1.0,0.0,-1.0
Berkshire Street at Cambridge Street,14,1.0,1.0,0.0
Berkshire Street at Cambridge Street,15,1.0,1.0,0.0
Berkshire Street at Cambridge Street,16,2.0,1.0,-1.0
Berkshire Street at Cambridge Street,17,4.0,2.0,-2.0
Berkshire Street at Cambridge Street,18,4.0,5.0,1.0
Berkshire Street at Cambridge Street,19,2.0,3.0,1.0
Berkshire Street at Cambridge Street,22,1.0,1.0,0.0
Berkshire Street at Cambridge Street,23,1.0,3.0,2.0
Bike Town at Moakley Park,19,1.0,0.0,-1.0
Binney St / Sixth St,7,4.0,4.0,0.0
Binney St / Sixth St,8,1.0,141.0,140.0
Binney St / Sixth St,11,3.0,1.0,-2.0
Binney St / Sixth St,12,1.0,0.0,-1.0
Binney St / Sixth St,13,3.0,1.0,-2.0
Binney St / Sixth St,14,4.0,1.0,-3.0
Binney St / Sixth St,15,6.0,3.0,-3.0
Binney St / Sixth St,16,30.0,2.0,-28.0
Binney St / Sixth St,17,51.0,1.0,-50.0
Binney St / Sixth St,18,10.0,4.0,-6.0
Binney St / Sixth St,19,3.0,3.0,0.0
Binney St / Sixth St,20,1.0,2.0,1.0
Blossom St at Charles St,0,2.0,0.0,-2.0
Blossom St at Charles St,4,1.0,0.0,-1.0
Blossom St at Charles St,7,1.0,6.0,5.0
Blossom St at Charles St,10,1.0,0.0,-1.0
Blossom St at Charles St,13,3.0,1.0,-2.0
Blossom St at Charles St,14,1.0,6.0,5.0
Blossom St at Charles St,15,4.0,0.0,-4.0
Blossom St at Charles St,16,1.0,3.0,2.0
Blossom St at Charles St,18,6.0,2.0,-4.0
Blossom St at Charles St,22,2.0,0.0,-2.0
Blossom St at Charles St,23,1.0,0.0,-1.0
Boston City Hall - 28 State St,5,1.0,0.0,-1.0
Boston City Hall - 28 State St,11,5.0,4.0,-1.0
Boston City Hall - 28 State St,12,4.0,0.0,-4.0
Boston City Hall - 28 State St,13,1.0,1.0,0.0
Boston City Hall - 28 State St,14,2.0,1.0,-1.0
Boston City Hall - 28 State St,15,3.0,1.0,-2.0
Boston City Hall - 28 State St,16,8.0,1.0,-7.0
Boston City Hall - 28 State St,17,5.0,0.0,-5.0
Boston City Hall - 28 State St,18,1.0,1.0,0.0
Boston City Hall - 28 State St,19,3.0,0.0,-3.0
Boston City Hall - 28 State St,20,2.0,1.0,-1.0
Boston City Hall - 28 State St,21,3.0,0.0,-3.0
Boston City Hall - 28 State St,23,1.0,1.0,0.0
Boston College T,2,3.0,0.0,-3.0
Boston College T,7,1.0,1.0,0.0
Boston College T,8,1.0,2.0,1.0
Boston College T,10,6.0,2.0,-4.0
Boston College T,11,7.0,7.0,0.0
Boston College T,12,8.0,7.0,-1.0
Boston College T,13,15.0,6.0,-9.0
Boston College T,14,18.0,12.0,-6.0
Boston College T,15,22.0,7.0,-15.0
Boston College T,16,35.0,6.0,-29.0
Boston College T,17,29.0,9.0,-20.0
Boston College T,18,15.0,8.0,-7.0
Boston College T,19,11.0,10.0,-1.0
Boston College T,20,4.0,8.0,4.0
Boston College T,21,7.0,9.0,2.0
Boston College T,22,6.0,13.0,7.0
Boston Convention and Exhibition Center - Summer St at West Side Dr,1,1.0,0.0,-1.0
Boston Landing,0,13.0,18.0,5.0
Boston Landing,1,4.0,8.0,4.0
Boston Landing,2,1.0,15.0,14.0
Boston Landing,3,1.0,10.0,9.0
Boston Landing,6,8.0,3.0,-5.0
Boston Landing,7,60.0,8.0,-52.0
Boston Landing,8,53.0,61.0,8.0
Boston Landing,9,30.0,7.0,-23.0
Boston Landing,10,26.0,11.0,-15.0
Boston Landing,11,43.0,23.0,-20.0
Boston Landing,12,37.0,34.0,-3.0
Boston Landing,13,33.0,34.0,1.0
Boston Landing,14,42.0,32.0,-10.0
Boston Landing,15,46.0,28.0,-18.0
Boston Landing,16,66.0,67.0,1.0
Boston Landing,17,94.0,74.0,-20.0
Boston Landing,18,85.0,57.0,-28.0
Boston Landing,19,56.0,43.0,-13.0
Boston Landing,20,19.0,72.0,53.0
Boston Landing,21,21.0,46.0,25.0
Boston Landing,22,15.0,18.0,3.0
Boston Landing,23,12.0,16.0,4.0
Boston Medical Center - E Concord St at Harrison Ave,0,1.0,0.0,-1.0
Boston Medical Center - E Concord St at Harrison Ave,1,1.0,0.0,-1.0
Boston Medical Center - E Concord St at Harrison Ave,16,2.0,2.0,0.0
Boston Medical Center - E Concord St at Harrison Ave,20,1.0,2.0,1.0
Boston Public Market,16,2.0,0.0,-2.0
Bowdoin St at Quincy St,1,18.0,1.0,-17.0
Bowdoin St at Quincy St,2,42.0,0.0,-42.0
Bowdoin St at Quincy St,3,5.0,4.0,-1.0
Bowdoin St at Quincy St,4,1.0,1.0,0.0
Bowdoin St at Quincy St,8,2.0,1.0,-1.0
Bowdoin St at Quincy St,10,1.0,0.0,-1.0
Bowdoin St at Quincy St,12,3.0,16.0,13.0
Bowdoin St at Quincy St,13,1.0,1.0,0.0
Bowdoin St at Quincy St,17,11.0,0.0,-11.0
Bowdoin St at Quincy St,18,8.0,0.0,-8.0
Bowdoin St at Quincy St,19,2.0,2.0,0.0
Bowdoin St at Quincy St,20,5.0,0.0,-5.0
Bowdoin St at Quincy St,21,6.0,0.0,-6.0
Boylston St at Arlington St,1,1.0,0.0,-1.0
Boylston St at Arlington St,9,1.0,5.0,4.0
Boylston St at Arlington St,10,1.0,0.0,-1.0
Boylston St at Arlington St,12,2.0,1.0,-1.0
Boylston St at Arlington St,13,6.0,4.0,-2.0
Boylston St at Arlington St,14,1.0,1.0,0.0
Boylston St at Arlington St,15,3.0,6.0,3.0
Boylston St at Arlington St,17,1.0,3.0,2.0
Boylston St at Arlington St,18,1.0,4.0,3.0
Boylston St at Arlington St,19,2.0,0.0,-2.0
Boylston St at Arlington St,20,5.0,3.0,-2.0
Boylston St at Arlington St,21,1.0,2.0,1.0
Boylston St at Arlington St,23,1.0,0.0,-1.0
Boylston St at Berkeley St,2,1.0,0.0,-1.0
Boylston St at Berkeley St,7,1.0,0.0,-1.0
Boylston St at Berkeley St,8,2.0,0.0,-2.0
Boylston St at Berkeley St,11,1.0,0.0,-1.0
Boylston St at Berkeley St,13,4.0,0.0,-4.0
Boylston St at Berkeley St,14,5.0,0.0,-5.0
Boylston St at Berkeley St,15,1.0,4.0,3.0
Boylston St at Berkeley St,16,3.0,3.0,0.0
Boylston St at Berkeley St,18,1.0,0.0,-1.0
Boylston St at Berkeley St,20,1.0,0.0,-1.0
Boylston St at Dartmouth St,4,1.0,0.0,-1.0
Boylston St at Dartmouth St,9,1.0,1.0,0.0
Boylston St at Dartmouth St,12,2.0,1.0,-1.0
Boylston St at Dartmouth St,15,1.0,2.0,1.0
Boylston St at Dartmouth St,16,2.0,1.0,-1.0
Boylston St at Dartmouth St,17,1.0,5.0,4.0
Boylston St at Dartmouth St,18,2.0,0.0,-2.0
Boylston St at Dartmouth St,19,5.0,1.0,-4.0
Boylston St at Dartmouth St,23,1.0,0.0,-1.0
Boylston St at Exeter St,0,1.0,0.0,-1.0
Boylston St at Exeter St,1,1.0,0.0,-1.0
Boylston St at Exeter St,7,1.0,1.0,0.0
Boylston St at Exeter St,8,1.0,1.0,0.0
Boylston St at Exeter St,9,1.0,0.0,-1.0
Boylston St at Exeter St,11,4.0,2.0,-2.0
Boylston St at Exeter St,12,1.0,9.0,8.0
Boylston St at Exeter St,13,3.0,5.0,2.0
Boylston St at Exeter St,15,4.0,9.0,5.0
Boylston St at Exeter St,16,6.0,5.0,-1.0
Boylston St at Exeter St,17,6.0,3.0,-3.0
Boylston St at Exeter St,18,5.0,3.0,-2.0
Boylston St at Exeter St,19,1.0,2.0,1.0
Boylston St at Exeter St,21,2.0,2.0,0.0
Boylston St at Exeter St,22,1.0,1.0,0.0
Boylston St at Fairfield St,0,1.0,1.0,0.0
Boylston St at Fairfield St,1,1.0,0.0,-1.0
Boylston St at Fairfield St,2,1.0,0.0,-1.0
Boylston St at Fairfield St,7,2.0,0.0,-2.0
Boylston St at Fairfield St,8,1.0,1.0,0.0
Boylston St at Fairfield St,9,1.0,1.0,0.0
Boylston St at Fairfield St,10,3.0,2.0,-1.0
Boylston St at Fairfield St,11,2.0,2.0,0.0
Boylston St at Fairfield St,12,1.0,2.0,1.0
Boylston St at Fairfield St,13,2.0,5.0,3.0
Boylston St at Fairfield St,14,1.0,5.0,4.0
Boylston St at Fairfield St,15,4.0,4.0,0.0
Boylston St at Fairfield St,16,1.0,9.0,8.0
Boylston St at Fairfield St,17,11.0,18.0,7.0
Boylston St at Fairfield St,18,3.0,3.0,0.0
Boylston St at Fairfield St,19,1.0,4.0,3.0
Boylston St at Fairfield St,20,2.0,1.0,-1.0
Boylston St at Fairfield St,21,1.0,3.0,2.0
Boylston St at Fairfield St,22,1.0,2.0,1.0
Boylston St at Jersey St,0,5.0,1.0,-4.0
Boylston St at Jersey St,1,6.0,0.0,-6.0
Boylston St at Jersey St,2,1.0,0.0,-1.0
Boylston St at Jersey St,3,3.0,0.0,-3.0
Boylston St at Jersey St,7,2.0,0.0,-2.0
Boylston St at Jersey St,8,4.0,0.0,-4.0
Boylston St at Jersey St,11,4.0,7.0,3.0
Boylston St at Jersey St,12,1.0,2.0,1.0
Boylston St at Jersey St,13,1.0,3.0,2.0
Boylston St at Jersey St,14,3.0,5.0,2.0
Boylston St at Jersey St,15,5.0,2.0,-3.0
Boylston St at Jersey St,16,2.0,5.0,3.0
Boylston St at Jersey St,17,8.0,10.0,2.0
Boylston St at Jersey St,18,5.0,4.0,-1.0
Boylston St at Jersey St,19,2.0,7.0,5.0
Boylston St at Jersey St,20,4.0,0.0,-4.0
Boylston St at Jersey St,21,12.0,3.0,-9.0
Boylston St at Jersey St,22,6.0,3.0,-3.0
Boylston St at Jersey St,23,5.0,2.0,-3.0
Boylston St at Massachusetts Ave,0,2.0,3.0,1.0
Boylston St at Massachusetts Ave,2,2.0,0.0,-2.0
Boylston St at Massachusetts Ave,4,3.0,0.0,-3.0
Boylston St at Massachusetts Ave,5,1.0,0.0,-1.0
Boylston St at Massachusetts Ave,6,1.0,0.0,-1.0
Boylston St at Massachusetts Ave,7,1.0,3.0,2.0
Boylston St at Massachusetts Ave,8,20.0,6.0,-14.0
Boylston St at Massachusetts Ave,9,4.0,3.0,-1.0
Boylston St at Massachusetts Ave,10,4.0,3.0,-1.0
Boylston St at Massachusetts Ave,11,2.0,3.0,1.0
Boylston St at Massachusetts Ave,12,3.0,2.0,-1.0
Boylston St at Massachusetts Ave,13,5.0,0.0,-5.0
Boylston St at Massachusetts Ave,14,2.0,1.0,-1.0
Boylston St at Massachusetts Ave,15,2.0,9.0,7.0
Boylston St at Massachusetts Ave,16,11.0,6.0,-5.0
Boylston St at Massachusetts Ave,17,11.0,3.0,-8.0
Boylston St at Massachusetts Ave,18,12.0,5.0,-7.0
Boylston St at Massachusetts Ave,19,1.0,0.0,-1.0
Boylston St at Massachusetts Ave,20,1.0,1.0,0.0
Boylston St at Massachusetts Ave,22,2.0,1.0,-1.0
Boylston St at Massachusetts Ave,23,1.0,1.0,0.0
Boynton Yards at 101 South Street,14,2.0,0.0,-2.0
Boynton Yards at 101 South Street,15,2.0,0.0,-2.0
Boynton Yards at 101 South Street,16,32.0,0.0,-32.0
Boynton Yards at 101 South Street,17,24.0,0.0,-24.0
Boynton Yards at 101 South Street,18,2.0,0.0,-2.0
Boynton Yards at 101 South Street,19,2.0,0.0,-2.0
Brigham Circle - Francis St at Huntington Ave,7,2.0,1.0,-1.0
Brigham Circle - Francis St at Huntington Ave,8,2.0,25.0,23.0
Brigham Circle - Francis St at Huntington Ave,10,1.0,2.0,1.0
Brigham Circle - Francis St at Huntington Ave,11,2.0,1.0,-1.0
Brigham Circle - Francis St at Huntington Ave,12,2.0,1.0,-1.0
Brigham Circle - Francis St at Huntington Ave,15,1.0,3.0,2.0
Brigham Circle - Francis St at Huntington Ave,16,6.0,2.0,-4.0
Brigham Circle - Francis St at Huntington Ave,17,4.0,2.0,-2.0
Brigham Circle - Francis St at Huntington Ave,18,2.0,1.0,-1.0
Brigham Circle - Francis St at Huntington Ave,23,1.0,0.0,-1.0
Brighton Ave at Linden St,1,2.0,0.0,-2.0
Brighton Ave at Linden St,6,1.0,0.0,-1.0
Brighton Ave at Linden St,7,9.0,1.0,-8.0
Brighton Ave at Linden St,8,10.0,4.0,-6.0
Brighton Ave at Linden St,9,16.0,2.0,-14.0
Brighton Ave at Linden St,10,4.0,4.0,0.0
Brighton Ave at Linden St,11,17.0,9.0,-8.0
Brighton Ave at Linden St,12,8.0,3.0,-5.0
Brighton Ave at Linden St,13,9.0,9.0,0.0
Brighton Ave at Linden St,14,6.0,9.0,3.0
Brighton Ave at Linden St,15,13.0,12.0,-1.0
Brighton Ave at Linden St,16,14.0,24.0,10.0
Brighton Ave at Linden St,17,31.0,15.0,-16.0
Brighton Ave at Linden St,18,17.0,15.0,-2.0
Brighton Ave at Linden St,19,17.0,9.0,-8.0
Brighton Ave at Linden St,20,10.0,5.0,-5.0
Brighton Ave at Linden St,21,7.0,5.0,-2.0
Brighton Ave at Linden St,22,1.0,2.0,1.0
Brighton Ave at Linden St,23,1.0,3.0,2.0
Brighton Center - Washington St at Cambridge St,0,6.0,9.0,3.0
Brighton Center - Washington St at Cambridge St,1,4.0,6.0,2.0
Brighton Center - Washington St at Cambridge St,4,5.0,0.0,-5.0
Brighton Center - Washington St at Cambridge St,6,5.0,3.0,-2.0
Brighton Center - Washington St at Cambridge St,7,3.0,2.0,-1.0
Brighton Center - Washington St at Cambridge St,8,18.0,8.0,-10.0
Brighton Center - Washington St at Cambridge St,9,11.0,8.0,-3.0
Brighton Center - Washington St at Cambridge St,10,10.0,11.0,1.0
Brighton Center - Washington St at Cambridge St,11,33.0,7.0,-26.0
Brighton Center - Washington St at Cambridge St,12,30.0,15.0,-15.0
Brighton Center - Washington St at Cambridge St,13,23.0,15.0,-8.0
Brighton Center - Washington St at Cambridge St,14,50.0,18.0,-32.0
Brighton Center - Washington St at Cambridge St,15,37.0,18.0,-19.0
Brighton Center - Washington St at Cambridge St,16,33.0,27.0,-6.0
Brighton Center - Washington St at Cambridge St,17,36.0,22.0,-14.0
Brighton Center - Washington St at Cambridge St,18,44.0,38.0,-6.0
Brighton Center - Washington St at Cambridge St,19,25.0,32.0,7.0
Brighton Center - Washington St at Cambridge St,20,26.0,22.0,-4.0
Brighton Center - Washington St at Cambridge St,21,20.0,26.0,6.0
Brighton Center - Washington St at Cambridge St,22,16.0,26.0,10.0
Brighton Center - Washington St at Cambridge St,23,13.0,14.0,1.0
Brighton Mills - 370 Western Ave,0,11.0,22.0,11.0
Brighton Mills - 370 Western Ave,1,8.0,17.0,9.0
Brighton Mills - 370 Western Ave,2,2.0,16.0,14.0
Brighton Mills - 370 Western Ave,6,4.0,4.0,0.0
Brighton Mills - 370 Western Ave,7,43.0,4.0,-39.0
Brighton Mills - 370 Western Ave,8,16.0,15.0,-1.0
Brighton Mills - 370 Western Ave,9,7.0,26.0,19.0
Brighton Mills - 370 Western Ave,10,19.0,23.0,4.0
Brighton Mills - 370 Western Ave,11,31.0,26.0,-5.0
Brighton Mills - 370 Western Ave,12,45.0,54.0,9.0
Brighton Mills - 370 Western Ave,13,58.0,42.0,-16.0
Brighton Mills - 370 Western Ave,14,41.0,49.0,8.0
Brighton Mills - 370 Western Ave,15,64.0,65.0,1.0
Brighton Mills - 370 Western Ave,16,56.0,85.0,29.0
Brighton Mills - 370 Western Ave,17,66.0,90.0,24.0
Brighton Mills - 370 Western Ave,18,51.0,92.0,41.0
Brighton Mills - 370 Western Ave,19,52.0,71.0,19.0
Brighton Mills - 370 Western Ave,20,54.0,58.0,4.0
Brighton Mills - 370 Western Ave,21,40.0,61.0,21.0
Brighton Mills - 370 Western Ave,22,22.0,38.0,16.0
Brighton Mills - 370 Western Ave,23,19.0,26.0,7.0
Broad Canal Way at Third Street,9,1.0,0.0,-1.0
Broad Canal Way at Third Street,11,1.0,1.0,0.0
Broad Canal Way at Third Street,12,1.0,0.0,-1.0
Broad Canal Way at Third Street,15,1.0,1.0,0.0
Broad Canal Way at Third Street,16,1.0,0.0,-1.0
Broad Canal Way at Third Street,17,2.0,0.0,-2.0
Broad Canal Way at Third Street,18,1.0,0.0,-1.0
Broad Canal Way at Third Street,19,1.0,1.0,0.0
Broad St at Central St,13,1.0,2.0,1.0
Broad St at Central St,18,2.0,0.0,-2.0
Broad St at Central St,19,1.0,1.0,0.0
Broadway St at Mt Pleasant St,6,1.0,0.0,-1.0
Broadway St at Mt Pleasant St,19,1.0,2.0,1.0
Broadway St at Mt Pleasant St,21,1.0,0.0,-1.0
Broadway T Stop,17,2.0,0.0,-2.0
Broadway at Beacham St,13,1.0,0.0,-1.0
Broadway at Beacham St,15,1.0,0.0,-1.0
Broadway at Beacham St,22,1.0,0.0,-1.0
Broadway at Central St,6,2.0,0.0,-2.0
Broadway at Central St,7,4.0,0.0,-4.0
Broadway at Central St,8,11.0,0.0,-11.0
Broadway at Central St,9,11.0,3.0,-8.0
Broadway at Central St,10,2.0,0.0,-2.0
Broadway at Central St,11,1.0,1.0,0.0
Broadway at Central St,12,1.0,3.0,2.0
Broadway at Central St,14,2.0,1.0,-1.0
Broadway at Central St,15,2.0,0.0,-2.0
Broadway at Central St,18,2.0,11.0,9.0
Broadway at Grafton St,8,1.0,0.0,-1.0
Broadway at Grafton St,10,1.0,1.0,0.0
Broadway at Grafton St,11,1.0,0.0,-1.0
Broadway at Grafton St,12,1.0,1.0,0.0
Broadway at Grafton St,16,1.0,0.0,-1.0
Broadway at Grafton St,18,1.0,0.0,-1.0
Broadway at Grafton St,19,1.0,0.0,-1.0
Broadway at Grafton St,20,2.0,0.0,-2.0
Broadway at Kittie Knox Bike Path,16,1.0,0.0,-1.0
Broadway at Kittie Knox Bike Path,17,9.0,0.0,-9.0
Broadway at Kittie Knox Bike Path,18,1.0,0.0,-1.0
Broadway at Lynde St,10,1.0,0.0,-1.0
Broadway at Lynde St,19,1.0,3.0,2.0
Broadway at Maple St,9,1.0,0.0,-1.0
Broadway at Maple St,10,8.0,0.0,-8.0
Broadway at Maple St,11,3.0,0.0,-3.0
Broadway at Maple St,12,1.0,0.0,-1.0
Brookline Town Hall,0,1.0,0.0,-1.0
Brookline Town Hall,6,1.0,0.0,-1.0
Brookline Town Hall,7,2.0,0.0,-2.0
Brookline Town Hall,8,3.0,0.0,-3.0
Brookline Town Hall,9,1.0,1.0,0.0
Brookline Town Hall,10,1.0,0.0,-1.0
Brookline Town Hall,11,3.0,0.0,-3.0
Brookline Town Hall,12,1.0,1.0,0.0
Brookline Town Hall,13,1.0,0.0,-1.0
Brookline Town Hall,16,3.0,6.0,3.0
Brookline Town Hall,17,2.0,22.0,20.0
Brookline Town Hall,18,1.0,11.0,10.0
Brookline Town Hall,20,2.0,3.0,1.0
Brookline Town Hall,22,1.0,1.0,0.0
Brookline Town Hall,23,3.0,0.0,-3.0
Brookline Village - Station Street at MBTA,2,1.0,0.0,-1.0
Brookline Village - Station Street at MBTA,4,1.0,0.0,-1.0
Brookline Village - Station Street at MBTA,8,3.0,0.0,-3.0
Brookline Village - Station Street at MBTA,9,1.0,0.0,-1.0
Brookline Village - Station Street at MBTA,10,1.0,0.0,-1.0
Brookline Village - Station Street at MBTA,11,2.0,2.0,0.0
Brookline Village - Station Street at MBTA,12,3.0,0.0,-3.0
Brookline Village - Station Street at MBTA,13,7.0,2.0,-5.0
Brookline Village - Station Street at MBTA,15,3.0,3.0,0.0
Brookline Village - Station Street at MBTA,16,3.0,4.0,1.0
Brookline Village - Station Street at MBTA,17,3.0,4.0,1.0
Brookline Village - Station Street at MBTA,18,3.0,3.0,0.0
Brookline Village - Station Street at MBTA,21,1.0,2.0,1.0
Brookline Village - Station Street at MBTA,22,6.0,1.0,-5.0
Brookline Village - Station Street at MBTA,23,4.0,2.0,-2.0
Bunker Hill Community College,7,1.0,0.0,-1.0
Bunker Hill Community College,11,1.0,0.0,-1.0
Bunker Hill Community College,14,1.0,0.0,-1.0
Burlington Ave at Brookline Ave,1,1.0,0.0,-1.0
Burlington Ave at Brookline Ave,8,2.0,28.0,26.0
Burlington Ave at Brookline Ave,10,1.0,7.0,6.0
Burlington Ave at Brookline Ave,12,1.0,0.0,-1.0
Burlington Ave at Brookline Ave,14,1.0,4.0,3.0
Burlington Ave at Brookline Ave,15,1.0,0.0,-1.0
Burlington Ave at Brookline Ave,16,1.0,0.0,-1.0
Burlington Ave at Brookline Ave,17,5.0,5.0,0.0
Burlington Ave at Brookline Ave,18,4.0,2.0,-2.0
Burlington Ave at Brookline Ave,21,4.0,0.0,-4.0
Burlington Ave at Brookline Ave,22,2.0,2.0,0.0
Burlington Ave at Brookline Ave,23,6.0,0.0,-6.0
California at Chapel,0,1.0,5.0,4.0
California at Chapel,7,2.0,4.0,2.0
California at Chapel,8,5.0,7.0,2.0
California at Chapel,9,10.0,10.0,0.0
California at Chapel,10,11.0,10.0,-1.0
California at Chapel,11,8.0,16.0,8.0
California at Chapel,12,15.0,10.0,-5.0
California at Chapel,13,10.0,16.0,6.0
California at Chapel,14,14.0,25.0,11.0
California at Chapel,15,12.0,28.0,16.0
California at Chapel,16,24.0,23.0,-1.0
California at Chapel,17,22.0,25.0,3.0
California at Chapel,18,28.0,17.0,-11.0
California at Chapel,19,14.0,17.0,3.0
California at Chapel,20,8.0,17.0,9.0
California at Chapel,21,13.0,12.0,-1.0
California at Chapel,22,4.0,9.0,5.0
California at Chapel,23,3.0,5.0,2.0
Cambridge Crossing at North First Street,9,1.0,1.0,0.0
Cambridge Crossing at North First Street,10,1.0,0.0,-1.0
Cambridge Crossing at North First Street,12,1.0,1.0,0.0
Cambridge Crossing at North First Street,13,1.0,3.0,2.0
Cambridge Crossing at North First Street,14,1.0,2.0,1.0
Cambridge Crossing at North First Street,18,4.0,3.0,-1.0
Cambridge Crossing at North First Street,19,1.0,0.0,-1.0
Cambridge Crossing at North First Street,20,1.0,5.0,4.0
Cambridge Crossing at North First Street,21,1.0,0.0,-1.0
Cambridge Crossing at North First Street,22,3.0,0.0,-3.0
Cambridge Dept. of Public Works -147 Hampshire St.,6,24.0,0.0,-24.0
Cambridge Dept. of Public Works -147 Hampshire St.,7,2.0,0.0,-2.0
Cambridge Dept. of Public Works -147 Hampshire St.,8,3.0,0.0,-3.0
Cambridge Dept. of Public Works -147 Hampshire St.,9,2.0,0.0,-2.0
Cambridge Dept. of Public Works -147 Hampshire St.,10,1.0,1.0,0.0
Cambridge Dept. of Public Works -147 Hampshire St.,14,1.0,2.0,1.0
Cambridge Dept. of Public Works -147 Hampshire St.,15,1.0,1.0,0.0
Cambridge Dept. of Public Works -147 Hampshire St.,16,1.0,2.0,1.0
Cambridge Dept. of Public Works -147 Hampshire St.,17,8.0,1.0,-7.0
Cambridge Dept. of Public Works -147 Hampshire St.,18,3.0,2.0,-1.0
Cambridge Dept. of Public Works -147 Hampshire St.,19,2.0,0.0,-2.0
Cambridge Dept. of Public Works -147 Hampshire St.,20,2.0,0.0,-2.0
Cambridge Dept. of Public Works -147 Hampshire St.,22,1.0,2.0,1.0
Cambridge Main Library at Broadway / Trowbridge St,1,2.0,0.0,-2.0
Cambridge Main Library at Broadway / Trowbridge St,9,3.0,0.0,-3.0
Cambridge Main Library at Broadway / Trowbridge St,10,3.0,2.0,-1.0
Cambridge Main Library at Broadway / Trowbridge St,11,5.0,2.0,-3.0
Cambridge Main Library at Broadway / Trowbridge St,12,6.0,8.0,2.0
Cambridge Main Library at Broadway / Trowbridge St,13,7.0,3.0,-4.0
Cambridge Main Library at Broadway / Trowbridge St,14,6.0,3.0,-3.0
Cambridge Main Library at Broadway / Trowbridge St,15,11.0,4.0,-7.0
Cambridge Main Library at Broadway / Trowbridge St,16,6.0,5.0,-1.0
Cambridge Main Library at Broadway / Trowbridge St,17,3.0,2.0,-1.0
Cambridge Main Library at Broadway / Trowbridge St,18,4.0,9.0,5.0
Cambridge Main Library at Broadway / Trowbridge St,19,8.0,1.0,-7.0
Cambridge Main Library at Broadway / Trowbridge St,20,6.0,4.0,-2.0
Cambridge Main Library at Broadway / Trowbridge St,21,1.0,2.0,1.0
Cambridge Main Library at Broadway / Trowbridge St,23,2.0,0.0,-2.0
Cambridge St - at Columbia St / Webster Ave,8,1.0,1.0,0.0
Cambridge St - at Columbia St / Webster Ave,12,3.0,1.0,-2.0
Cambridge St - at Columbia St / Webster Ave,13,3.0,6.0,3.0
Cambridge St - at Columbia St / Webster Ave,14,3.0,1.0,-2.0
Cambridge St - at Columbia St / Webster Ave,15,2.0,2.0,0.0
Cambridge St - at Columbia St / Webster Ave,16,7.0,3.0,-4.0
Cambridge St - at Columbia St / Webster Ave,17,4.0,2.0,-2.0
Cambridge St - at Columbia St / Webster Ave,18,3.0,3.0,0.0
Cambridge St - at Columbia St / Webster Ave,20,1.0,3.0,2.0
Cambridge St - at Columbia St / Webster Ave,21,1.0,2.0,1.0
Cambridge St - at Columbia St / Webster Ave,22,1.0,2.0,1.0
Cambridge St at Joy St,1,1.0,0.0,-1.0
Cambridge St at Joy St,6,1.0,0.0,-1.0
Cambridge St at Joy St,7,1.0,3.0,2.0
Cambridge St at Joy St,8,1.0,1.0,0.0
Cambridge St at Joy St,9,4.0,0.0,-4.0
Cambridge St at Joy St,10,1.0,1.0,0.0
Cambridge St at Joy St,11,2.0,1.0,-1.0
Cambridge St at Joy St,12,1.0,2.0,1.0
Cambridge St at Joy St,14,2.0,5.0,3.0
Cambridge St at Joy St,16,2.0,5.0,3.0
Cambridge St at Joy St,17,5.0,3.0,-2.0
Cambridge St at Joy St,18,2.0,3.0,1.0
Cambridge St at Joy St,20,2.0,1.0,-1.0
CambridgeSide Galleria - CambridgeSide PL at Land Blvd,15,1.0,3.0,2.0
CambridgeSide Galleria - CambridgeSide PL at Land Blvd,16,2.0,0.0,-2.0
CambridgeSide Galleria - CambridgeSide PL at Land Blvd,17,2.0,0.0,-2.0
CambridgeSide Galleria - CambridgeSide PL at Land Blvd,19,3.0,0.0,-3.0
CambridgeSide Galleria - CambridgeSide PL at Land Blvd,20,3.0,1.0,-2.0
CambridgeSide Galleria - CambridgeSide PL at Land Blvd,21,3.0,0.0,-3.0
CambridgeSide Galleria - CambridgeSide PL at Land Blvd,22,3.0,2.0,-1.0
Cambridgeside Pl at Land Blvd,12,1.0,0.0,-1.0
Cambridgeside Pl at Land Blvd,15,1.0,1.0,0.0
Cambridgeside Pl at Land Blvd,16,5.0,0.0,-5.0
Canal St at Causeway St,7,1.0,1.0,0.0
Canal St at Causeway St,11,7.0,0.0,-7.0
Canal St at Causeway St,15,3.0,1.0,-2.0
Canal St at Causeway St,17,1.0,4.0,3.0
Canal St at Causeway St,18,4.0,0.0,-4.0
Canal St at Causeway St,19,2.0,0.0,-2.0
Canal St at Causeway St,20,1.0,0.0,-1.0
Canal St at Causeway St,21,3.0,2.0,-1.0
Cary Square,9,2.0,0.0,-2.0
Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,0,4.0,3.0,-1.0
